domain,task_name,task_id,instance,dimension,budget_multiplier,budget,paired_seed,seed,algorithm
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,2,30380810,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,2,30380810,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,2,30380810,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,2,30380810,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,2,30380810,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,3,30380811,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,4,30380812,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,5,30380813,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,6,30380814,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,7,30380815,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,8,30380816,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i12_d8,12,8,300,2400,9,30380817,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,0,30390808,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,1,30390809,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,2,30390810,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,3,30390811,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,4,30390812,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,5,30390813,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,6,30390814,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,7,30390815,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,8,30390816,MS_LBFGSB
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,BasinGraph
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,BIPOP_CMA_ES
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,L_SHADE_1_0_1
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,jSO
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,L_SRTDE
c1,elliptic_pde_inverse,elliptic_pde_inverse_i13_d10,13,10,300,3000,9,30390817,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,BIPOP_CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,L_SHADE_1_0_1
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,jSO
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,L_SRTDE
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,0,40370808,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,BIPOP_CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,L_SHADE_1_0_1
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,jSO
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,L_SRTDE
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,1,40370809,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,BIPOP_CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,L_SHADE_1_0_1
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,jSO
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,L_SRTDE
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,2,40370810,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,BIPOP_CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,L_SHADE_1_0_1
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,jSO
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,L_SRTDE
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,3,40370811,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,BIPOP_CMA_ES
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,L_SHADE_1_0_1
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,jSO
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,L_SRTDE
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,4,40370812,MS_LBFGSB
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,5,40370813,BasinGraph
c1,lorenz63_calibration,lorenz63_calibration_i11_d6,11,6,300,1800,5,40370813,CMA_ES
